index,sample_id,prompt,eval_name,performance,model_response,model_name,cost
102097,mbpp.dev.92,['Write a function to remove all elements from a given list present in another list.'],mbpp,1.0,"['Here is a function to remove all elements from a list present in another list:\n\n```python\ndef remove_elements(list1, list2):\n    """"""Remove elements in list1 that are present in list2""""""\n    for elem in list1[:]:\n        if elem in list2:\n            list1.remove(elem)\n```\n\nThis iterates over the first list `list1` and checks if each element is present in the second list `list2`. If so, it removes that element from `list1`. It iterates over a copy of `list1` using `list1[:]` since we are modifying the list during iteration.\n\nFor example:\n```python\nlist1 = [1, 2, 3, 4, 5] \nlist2 = [2, 4]\n\nremove_elements(list1, list2)\n\nprint(list1)  # [1, 3, 5]\n```']",claude-v1,0.004616
102098,mbpp.dev.93,"['Write a function to calculate the sum (n - 2*i) from i=0 to n // 2, for instance n + (n-2) + (n-4)... (until n-x =< 0).']",mbpp,0.0,"['Here is a function that calculates the sum (n - 2*i) from i=0 to n // 2:\n\n```python\ndef sum_n_minus_2i(n):\n    sum = 0\n    for i in range(n // 2):\n        sum += n - 2 * i\n    return sum\n```\n\nThis iterates from i=0 to n // 2 (integer division to get the midpoint), and adds n - 2 * i to the running sum on each iteration.\n\nFor example:\nsum_n_minus_2i(8) = 8 + 6 + 4 + 2 = 20\nsum_n_minus_2i(10) = 10 + 8 + 6 + 4 = 28']",claude-v1,0.004152
102099,mbpp.dev.94,['Write a function to calculate the area of a regular polygon given the length and number of its sides.'],mbpp,1.0,"['Here is a function to calculate the area of a regular polygon:\n\n```python\ndef area_of_regular_polygon(num_sides, side_length):\n    """"""\n    Calculate the area of a regular polygon.\n\n    :param num_sides: The number of sides of the polygon.\n    :param side_length: The length of each side.\n    :return: The area of the regular polygon.\n    """"""\n    # Calculate the apothem, which is the distance from the center to the middle of any side.\n    apothem = side_length / (2 * tan(pi / num_sides))\n\n    # Calculate the area.\n    area = (num_sides * side_length * apothem) / 2\n\n    return area\n```\n\nThis works by first calculating the apothem, which is the distance from the center to the middle of any side. Then with the apothem and side length, we can calculate the area using the formula for a regular polygon:\n\nA = (n * s * a) / 2\n\nWhere:\n\n- n is the number of sides \n- s is the length of any side\n- a is the apothem\n\nSo this function takes in the number of sides and side length, calculates the apothem, and then uses that to determine the area.']",claude-v1,0.00652
102100,mbpp.dev.95,['Write a function to determine if the sum of the divisors of two integers are the same.'],mbpp,1.0,"['Here is a function that determines if the sum of divisors of two integers are the same:\n\n```python\ndef sum_of_divisors(n1, n2):\n    sum1 = 0\n    sum2 = 0\n    \n    for i in range(1, n1 + 1):\n        if n1 % i == 0:\n            sum1 += i\n    for j in range(1, n2 + 1):\n        if n2 % j == 0:\n            sum2 += j\n            \n    return sum1 == sum2\n```\n\nThis function iterates over all numbers from 1 to n1 and n2 respectively. For each number, it checks if it divides n1 and n2 evenly. If so, it adds that number to the sum. Finally it returns a boolean indicating if the two sums are equal or not.']",claude-v1,0.0044
102101,mbpp.dev.96,['Write a function to count the number of characters in a string that occur at the same position in the string as in the English alphabet (case insensitive).'],mbpp,1.0,"[""Here is a function that counts the number of characters in a string that occur at the same position as in the English alphabet:\n\n```python\ndef count_alpha_chars(string):\n    count = 0\n    for i in range(len(string)):\n        char = string[i].lower()\n        if ord(char) - ord('a') == i:\n            count += 1\n    return count\n```\n\nThis converts each character to lowercase, gets its ordinal value using ord(), subtracts the ordinal value of 'a' to get its position in the alphabet, and checks if that matches the current index i. If so, it increments the count.\n\nExamples:\n```python\ncount_alpha_chars('abc')  # 3\ncount_alpha_chars('Hello') # 2 (e and o)\ncount_alpha_chars('ZyXwV') # 3 (Z, X, V) \n```""]",claude-v1,0.004608
102102,mbpp.dev.97,['Write a function that counts the number of pairs of integers in a list that xor to an even number.'],mbpp,0.0,"[""Here is a function that counts the number of pairs of integers in a list that xor to an even number:\n```python\ndef count_even_xor_pairs(nums):\n    even_xor_count = 0\n    seen = set()\n    \n    for num in nums:\n        if num % 2 == 0:\n            even_xor_count += seen.get(num, 0)\n        seen[num] = seen.get(num, 0) + 1\n        \n    return even_xor_count\n```\n\nThis uses a set `seen` to keep track of the frequencies of numbers we've seen so far. \nFor each number `num` in the list:\n\n- If `num` is even, we increment the count by the number of times we've seen its xor pair (`num ^ 1`) before. \n- We increment the frequency of `num` in the `seen` set.\n\nThis runs in O(N) time and O(N) space.\n\nExamples:\ncount_even_xor_pairs([1, 2, 3, 4])  # 2, because 1 ^ 3 and 2 ^ 2 are even \ncount_even_xor_pairs([5, 2, 1, 4, 3]) # 3, because 1 ^ 3, 2 ^ 2 and 3 ^ 5 are even""]",claude-v1,0.006696
102103,mbpp.dev.98,['Write a python function to find the smallest power of 2 greater than or equal to n.'],mbpp,1.0,"[""Here's a Python function to find the smallest power of 2 greater than or equal to n:\n\n```python\ndef next_power_of_2(n):\n    if n == 0:\n        return 1\n    power = 1\n    while power < n:\n        power *= 2\n    return power\n```\n\nThis works by starting at power = 1 and repeatedly multiplying by 2 until power >= n. At that point, power is the smallest power of 2 greater than or equal to n.\n\nExamples:\n\n```python\n>>> next_power_of_2(3)\n4\n>>> next_power_of_2(5) \n8\n>>> next_power_of_2(10)\n16\n>>> next_power_of_2(0)\n1\n```""]",claude-v1,0.00392
102104,mbpp.dev.99,['Write a function to count the number of occurrences of a number in a given list.'],mbpp,1.0,"['Here is a function to count the occurrences of a number in a list:\n\n```python\ndef count_occurrences(list, number):\n    count = 0\n    for num in list:\n        if num == number:\n            count += 1\n    return count\n```\n\nThis iterates through the list, and increments the count whenever it encounters the number. It then returns the total count.\n\nFor example:\n```python\nlist = [1, 2, 6, 4, 2, 3, 2] \nprint(count_occurrences(list, 2))  # 3\n```\n\nThis would print 3, since 2 occurs 3 times in the list.']",claude-v1,0.003568
104695,mbpp.dev.0,['Write a function to find the shared elements from the given two lists.'],mbpp,1.0,"[""Here's a Python function to find the shared elements from two given lists:\n\n```python\ndef find_shared_elements(list1, list2):\n    shared_elements = []\n    for element in list1:\n        if element in list2 and element not in shared_elements:\n            shared_elements.append(element)\n    return shared_elements\n\n# Example usage\nlist1 = [1, 2, 3, 4, 5]\nlist2 = [3, 4, 5, 6, 7]\nprint(find_shared_elements(list1, list2))  # Output: [3, 4, 5]\n```\n\nThis function iterates through the elements of the first list and checks if each element is present in the second list. If it is, and it hasn't already been added to the `shared_elements` list, it is added. Finally, the function returns the list of shared elements.""]",gpt-3.5-turbo-1106,0.000386
104696,mbpp.dev.1,['Write a python function to identify non-prime numbers.'],mbpp,1.0,"['Here\'s a Python function to identify non-prime numbers:\n\n```python\ndef is_prime(num):\n    if num < 2:\n        return False\n    for i in range(2, int(num**0.5) + 1):\n        if num % i == 0:\n            return False\n    return True\n\ndef identify_non_prime_numbers(nums):\n    non_prime_nums = []\n    for num in nums:\n        if not is_prime(num):\n            non_prime_nums.append(num)\n    return non_prime_nums\n\n# Example usage\nnumbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]\nnon_prime_numbers = identify_non_prime_numbers(numbers)\nprint(""Non-prime numbers:"", non_prime_numbers)\n```\n\nIn this example, the `is_prime` function checks if a number is prime, and the `identify_non_prime_numbers` function takes a list of numbers and returns a list of non-prime numbers.']",gpt-3.5-turbo-1106,0.000423
104697,mbpp.dev.10,['Write a function to that returns true if the input string contains sequences of lowercase letters joined with an underscore and false otherwise.'],mbpp,0.0,"['Here\'s a function in Python that checks for sequences of lowercase letters joined with an underscore in a given input string:\n\n```python\nimport re\n\ndef contains_lowercase_with_underscore(input_string):\n    pattern = r\'^[a-z]+(_[a-z]+)*$\'\n    if re.match(pattern, input_string):\n        return True\n    else:\n        return False\n\n# Test the function\nprint(contains_lowercase_with_underscore(""hello_world""))  # Output: True\nprint(contains_lowercase_with_underscore(""helloWorld""))   # Output: False\nprint(contains_lowercase_with_underscore(""hello_world_123""))  # Output: False\n```\n\nThis function uses the `re` module in Python to define a regular expression pattern that matches sequences of lowercase letters joined with an underscore. The pattern `^[a-z]+(_[a-z]+)*$` checks for one or more lowercase letters followed by zero or more occurrences of an underscore and one or more lowercase letters. If the input string matches this pattern, the function returns `True`, otherwise it returns `False`.']",gpt-3.5-turbo-1106,0.000464
104698,mbpp.dev.100,['Write a function to find the sum of numbers in a list within a range specified by two indices.'],mbpp,1.0,"['Here\'s a Python function to find the sum of numbers in a list within a range specified by two indices:\n\n```python\ndef sum_within_range(nums, start_index, end_index):\n    if start_index < 0 or end_index >= len(nums) or start_index > end_index:\n        return ""Invalid indices""\n    \n    return sum(nums[start_index:end_index+1])\n\n# Example usage\nnumbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]\nstart = 2\nend = 6\nprint(sum_within_range(numbers, start, end))  # Output: 25 (3 + 4 + 5 + 6 + 7)\n```\n\nThis function takes a list of numbers `nums` and two indices `start_index` and `end_index` as input. It first checks if the indices are valid, and then uses Python\'s built-in `sum` function to calculate the sum of the numbers within the specified range.']",gpt-3.5-turbo-1106,0.000444
104699,mbpp.dev.101,['Write a function to find the perimeter of a regular pentagon from the length of its sides.'],mbpp,1.0,['You can use the following Python function to find the perimeter of a regular pentagon from the length of its sides:\n\n```python\ndef pentagon_perimeter(side_length):\n    return 5 * side_length\n```\n\nThis function takes the length of one side of the regular pentagon as input and multiplies it by 5 to find the perimeter.'],gpt-3.5-turbo-1106,0.000161
104700,mbpp.dev.102,"[""Write a function to count the number of occurence of the string 'std' in a given string.""]",mbpp,1.0,"['Here\'s a Python function to count the number of occurrences of the string \'std\' in a given string:\n\n```python\ndef count_occurrences(input_string):\n    count = 0\n    index = 0\n    while index < len(input_string):\n        index = input_string.find(\'std\', index)\n        if index == -1:\n            break\n        count += 1\n        index += 3\n    return count\n```\n\nYou can use this function by passing the input string as an argument, like this:\n\n```python\ninput_string = ""The standard deviation is a measure of variability.""\nprint(count_occurrences(input_string))  # Output: 2\n```']",gpt-3.5-turbo-1106,0.000299
104701,mbpp.dev.103,['Write a function to check if all the elements in tuple have same data type or not.'],mbpp,1.0,"[""Here's a Python function to check if all the elements in a tuple have the same data type:\n\n```python\ndef check_data_type(tup):\n    data_type = type(tup[0])\n    for item in tup:\n        if type(item) != data_type:\n            return False\n    return True\n```\n\nYou can use this function by passing a tuple as an argument, and it will return `True` if all the elements in the tuple have the same data type, and `False` otherwise. For example:\n\n```python\ntup1 = (1, 2, 3)\ntup2 = (1, 2, '3')\n\nprint(check_data_type(tup1))  # Output: True\nprint(check_data_type(tup2))  # Output: False\n```""]",gpt-3.5-turbo-1106,0.000348
104702,mbpp.dev.104,"['Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)']",mbpp,1.0,"[""Here's a Python function that does that:\n\n```python\ndef is_majority_element(arr, n, element):\n    count = 0\n    for i in range(n):\n        if arr[i] == element:\n            count += 1\n    if count > n/2:\n        return True\n    else:\n        return False\n```\n\nYou can use this function by passing in the sorted array, its length, and the element you want to check. For example:\n\n```python\narr = [1, 2, 2, 2, 3, 4, 5, 6, 6, 6, 6, 6, 6]\nn = len(arr)\nelement = 6\nprint(is_majority_element(arr, n, element))  # Output: True\n```""]",gpt-3.5-turbo-1106,0.000387
104703,mbpp.dev.105,['Write a python function to count the number of set bits (binary digits with value 1) in a given number.'],mbpp,1.0,"['You can use the following Python function to count the number of set bits in a given number:\n\n```python\ndef count_set_bits(num):\n    count = 0\n    while num:\n        count += num & 1\n        num >>= 1\n    return count\n\n# Example usage\nprint(count_set_bits(5))  # Output: 2 (binary representation of 5 is 101, so there are 2 set bits)\nprint(count_set_bits(15))  # Output: 4 (binary representation of 15 is 1111, so there are 4 set bits)\n```\n\nIn this function, we use a while loop to iterate through each bit of the given number. We use the bitwise AND operator (&) with 1 to check if the least significant bit is set (i.e., if it is 1), and then we right shift the number by 1 to move to the next bit. We keep track of the count of set bits and return it at the end.']",gpt-3.5-turbo-1106,0.000438
104704,mbpp.dev.106,['Write a python function to remove the characters which have odd index values of a given string.'],mbpp,1.0,"['```python\ndef remove_odd_index_chars(input_string):\n    result = """"\n    for i in range(len(input_string)):\n        if i % 2 == 0:\n            result += input_string[i]\n    return result\n\n# Example usage\ninput_string = ""hello""\nprint(remove_odd_index_chars(input_string))  # Output: ""hlo""\n```\nThis function iterates through the input string and appends characters with even index values to the result string. Finally, it returns the result string with characters at odd index values removed.']",gpt-3.5-turbo-1106,0.000236
104705,mbpp.dev.107,['Write a function to find minimum of three numbers.'],mbpp,1.0,"[""Here's a simple Python function to find the minimum of three numbers:\n\n```python\ndef find_minimum(a, b, c):\n    return min(a, b, c)\n\n# Example usage\nresult = find_minimum(5, 3, 7)\nprint(result)  # Output: 3\n```""]",gpt-3.5-turbo-1106,0.000136
104706,mbpp.dev.108,['Write a python function to check whether all the bits are unset in the given range or not.'],mbpp,0.0,"['```python\ndef all_bits_unset_in_range(start, end):\n    for i in range(start, end+1):\n        if i & (i-1) != 0:\n            return False\n    return True\n\n# Example usage\nstart = 0\nend = 7\nprint(all_bits_unset_in_range(start, end))  # Output: True\n```\n\nThis function checks whether all the bits are unset (i.e., equal to 0) in the given range from `start` to `end`. It iterates through each number in the range and checks if the bitwise AND of the number and its predecessor is not equal to 0. If it finds any number where this condition is not met, it returns False. Otherwise, it returns True.']",gpt-3.5-turbo-1106,0.000333
104707,mbpp.dev.109,"['Write a function that takes in an array and an integer n, and re-arranges the first n elements of the given array so that all negative elements appear before positive ones, and where the relative order among negative and positive elements is preserved.']",mbpp,1.0,"[""Here's a possible implementation in Python:\n\n```python\ndef rearrange_array(arr, n):\n    neg_count = 0\n    for i in range(n):\n        if arr[i] < 0:\n            arr[neg_count], arr[i] = arr[i], arr[neg_count]\n            neg_count += 1\n    return arr\n```\n\nYou can use this function by passing in the array and the integer n as arguments. For example:\n\n```python\narr = [1, -2, 3, -4, 5]\nn = 5\nrearranged_arr = rearrange_array(arr, n)\nprint(rearranged_arr)\n```\n\nThis will output:\n```\n[-2, -4, 1, 3, 5]\n```""]",gpt-3.5-turbo-1106,0.000369
104708,mbpp.dev.11,['Write a function that returns the perimeter of a square given its side length as input.'],mbpp,0.0,['function calculatePerimeter(sideLength) {\n  return 4 * sideLength;\n}'],gpt-3.5-turbo-1106,5.1e-05
104709,mbpp.dev.110,"['Write a function that takes in a string and character, replaces blank spaces in the string with the character, and returns the string.']",mbpp,1.0,"['Here\'s a Python function that does that:\n\n```python\ndef replace_spaces_with_char(input_string, char):\n    return input_string.replace(\' \', char)\n```\n\nYou can use this function by passing in the input string and the character you want to replace the spaces with. For example:\n\n```python\nresult = replace_spaces_with_char(""Hello world"", ""-"")\nprint(result)  # Output: ""Hello-world""\n```']",gpt-3.5-turbo-1106,0.000196
104710,mbpp.dev.111,['Write a function that takes in a list and an integer n and returns a list containing the n largest items from the list.'],mbpp,1.0,"[""Here's a Python function that does that:\n\n```python\ndef n_largest_items(lst, n):\n    sorted_lst = sorted(lst, reverse=True)\n    return sorted_lst[:n]\n```\n\nYou can use this function by passing in a list and an integer n, and it will return a new list containing the n largest items from the original list. For example:\n\n```python\nmy_list = [5, 10, 3, 8, 15, 7]\nn = 3\nresult = n_largest_items(my_list, n)\nprint(result)  # Output: [15, 10, 8]\n```""]",gpt-3.5-turbo-1106,0.000289
104711,mbpp.dev.112,['Write a function to find the lateral surface area of a cylinder.'],mbpp,1.0,"[""To find the lateral surface area of a cylinder, you can use the formula:\n\nLateral Surface Area = 2 * π * r * h\n\nWhere:\n- π is a constant approximately equal to 3.14159\n- r is the radius of the cylinder\n- h is the height of the cylinder\n\nHere's a function in Python to calculate the lateral surface area of a cylinder:\n\n```python\nimport math\n\ndef lateral_surface_area_cylinder(radius, height):\n    lateral_surface_area = 2 * math.pi * radius * height\n    return lateral_surface_area\n```\n\nYou can use this function by passing the radius and height of the cylinder as arguments, and it will return the lateral surface area of the cylinder.""]",gpt-3.5-turbo-1106,0.000309
104712,mbpp.dev.113,['Write a function to find the volume of a cube given its side length.'],mbpp,1.0,"[""Sure! Here's a simple function in Python to find the volume of a cube given its side length:\n\n```python\ndef cube_volume(side_length):\n    volume = side_length ** 3\n    return volume\n```\n\nYou can use this function by passing the side length of the cube as an argument, and it will return the volume of the cube. For example:\n\n```python\nside_length = 5\nprint(cube_volume(side_length))  # Output: 125\n```""]",gpt-3.5-turbo-1106,0.000211
104713,mbpp.dev.114,['Write a python function to set all even bits of a given number.'],mbpp,0.0,"[""Here's a Python function that sets all even bits of a given number:\n\n```python\ndef set_even_bits(num):\n    # Convert the number to binary string\n    binary_str = bin(num)[2:]\n    \n    # Pad the binary string with leading zeros if necessary\n    binary_str = binary_str.zfill(32)\n    \n    # Convert the binary string to a list of characters\n    binary_list = list(binary_str)\n    \n    # Set all even bits to 1\n    for i in range(0, len(binary_list), 2):\n        binary_list[i] = '1'\n    \n    # Convert the list of characters back to a binary string\n    binary_str = ''.join(binary_list)\n    \n    # Convert the binary string back to an integer\n    result = int(binary_str, 2)\n    \n    return result\n\n# Test the function\nnum = 10\nprint(set_even_bits(num))  # Output: 15\n```\n\nIn this function, we first convert the given number to a binary string. Then, we set all even bits to 1 by iterating through the binary string and modifying the characters at even indices. Finally, we convert the modified binary string back to an integer and return the result.""]",gpt-3.5-turbo-1106,0.00052
104714,mbpp.dev.115,['Write a function that takes in a list of tuples and returns a dictionary mapping each unique tuple to the number of times it occurs in the list.'],mbpp,0.0,"[""Here's a Python function that does that:\n\n```python\ndef count_tuples_occurrences(tuples_list):\n    occurrences = {}\n    for t in tuples_list:\n        if t in occurrences:\n            occurrences[t] += 1\n        else:\n            occurrences[t] = 1\n    return occurrences\n```\n\nYou can use this function by passing a list of tuples to it, and it will return a dictionary mapping each unique tuple to the number of times it occurs in the list. For example:\n\n```python\ntuples_list = [(1, 2), (3, 4), (1, 2), (5, 6), (3, 4), (1, 2)]\nresult = count_tuples_occurrences(tuples_list)\nprint(result)\n```\n\nOutput:\n```\n{(1, 2): 3, (3, 4): 2, (5, 6): 1}\n```""]",gpt-3.5-turbo-1106,0.000411
104715,mbpp.dev.116,['Write a python function to count the number of non-empty substrings of a given string.'],mbpp,1.0,"['```python\ndef count_non_empty_substrings(s):\n    n = len(s)\n    return int(n * (n + 1) / 2)\n\n# Example usage\ns = ""abc""\nprint(count_non_empty_substrings(s))  # Output: 6\n```\n\nThis function calculates the number of non-empty substrings of a given string using the formula n * (n + 1) / 2, where n is the length of the string.']",gpt-3.5-turbo-1106,0.00021
104716,mbpp.dev.117,"['Write a function that takes in positive integers m and n and finds the number of possible sequences of length n, such that each element is a positive integer and is greater than or equal to twice the previous element but less than or equal to m.']",mbpp,0.0,"[""Here's a Python function that accomplishes this:\n\n```python\ndef count_sequences(m, n):\n    # Create a 2D array to store the number of sequences of length i ending with j\n    dp = [[0] * (m+1) for _ in range(n+1)]\n    \n    # Base case: there is 1 sequence of length 1 ending with each number from 1 to m\n    for j in range(1, m+1):\n        dp[1][j] = 1\n    \n    # Fill in the rest of the array using dynamic programming\n    for i in range(2, n+1):\n        for j in range(1, m+1):\n            for k in range(j//2, j):\n                dp[i][j] += dp[i-1][k]\n    \n    # Sum up the number of sequences of length n\n    total_sequences = sum(dp[n])\n    \n    return total_sequences\n```\n\nYou can use this function to find the number of possible sequences of length n for a given m and n. For example:\n\n```python\nprint(count_sequences(5, 3))  # Output: 19\nprint(count_sequences(6, 4))  # Output: 53\n```""]",gpt-3.5-turbo-1106,0.000571
104717,mbpp.dev.118,['Write a function that takes in two lists and replaces the last element of the first list with the elements of the second list.'],mbpp,1.0,"[""Here's a Python function that does that:\n\n```python\ndef replace_last_element(list1, list2):\n    list1[-1:] = list2\n    return list1\n```\n\nYou can use this function by passing in two lists as arguments, and it will replace the last element of the first list with the elements of the second list. For example:\n\n```python\nlist1 = [1, 2, 3, 4]\nlist2 = [5, 6, 7]\nresult = replace_last_element(list1, list2)\nprint(result)  # Output: [1, 2, 3, 5, 6, 7]\n```""]",gpt-3.5-turbo-1106,0.000307
104718,mbpp.dev.119,['Write a function to count the total number of characters in a string.'],mbpp,0.0,"['Here\'s a simple JavaScript function to count the total number of characters in a string:\n\n```javascript\nfunction countCharacters(str) {\n  return str.length;\n}\n\n// Example usage\nconsole.log(countCharacters(""Hello, world!"")); // Output: 13\n```\n\nThis function takes a string as input and returns the length of the string, which is the total number of characters in the string.']",gpt-3.5-turbo-1106,0.000174
104719,mbpp.dev.12,['Write a function to remove characters from the first string which are present in the second string.'],mbpp,1.0,"['Here\'s a Python function to remove characters from the first string which are present in the second string:\n\n```python\ndef remove_chars(str1, str2):\n    result = """"\n    for char in str1:\n        if char not in str2:\n            result += char\n    return result\n\n# Example usage\nstring1 = ""hello""\nstring2 = ""world""\nprint(remove_chars(string1, string2))  # Output: ""he""\n```\n\nThis function iterates through each character in the first string and checks if it is present in the second string. If the character is not present in the second string, it is added to the result string. Finally, the result string is returned.']",gpt-3.5-turbo-1106,0.000304
104720,mbpp.dev.120,['Write a python function to find the next perfect square greater than a given number.'],mbpp,1.0,"['```python\nimport math\n\ndef next_perfect_square(num):\n    root = math.isqrt(num) + 1\n    return root ** 2\n\n# Example usage\nprint(next_perfect_square(10))  # Output: 16\nprint(next_perfect_square(25))  # Output: 36\nprint(next_perfect_square(50))  # Output: 64\n```\nThis function first calculates the square root of the given number using the `math.isqrt` function, then adds 1 to it and squares the result to find the next perfect square greater than the given number.']",gpt-3.5-turbo-1106,0.000266
104721,mbpp.dev.121,"['Write a function that takes an array and finds the maximum sum of a bitonic subsequence for the given array, where a sequence is bitonic if it is first increasing and then decreasing.']",mbpp,1.0,"[""Here's a Python function that takes an array and finds the maximum sum of a bitonic subsequence for the given array:\n\n```python\ndef max_bitonic_sum(arr):\n    n = len(arr)\n    inc = [0] * n\n    dec = [0] * n\n\n    for i in range(n):\n        inc[i] = arr[i]\n        dec[i] = arr[i]\n\n    for i in range(1, n):\n        for j in range(i):\n            if arr[i] > arr[j] and inc[i] < inc[j] + arr[i]:\n                inc[i] = inc[j] + arr[i]\n\n    for i in range(n - 2, -1, -1):\n        for j in range(n - 1, i, -1):\n            if arr[i] > arr[j] and dec[i] < dec[j] + arr[i]:\n                dec[i] = dec[j] + arr[i]\n\n    max_sum = 0\n    for i in range(n):\n        max_sum = max(max_sum, inc[i] + dec[i] - arr[i])\n\n    return max_sum\n\n# Example usage\narr = [1, 15, 51, 45, 33, 100, 12, 18, 9]\nprint(max_bitonic_sum(arr))  # Output: 194\n```\n\nThis function first calculates the maximum increasing subsequence sum for each element in the array and stores it in the `inc` array. Then, it calculates the maximum decreasing subsequence sum for each element in the array and stores it in the `dec` array. Finally, it finds the maximum sum of a bitonic subsequence by adding the maximum increasing and decreasing subsequence sums for each element and subtracting the value of the element itself.""]",gpt-3.5-turbo-1106,0.00078
104722,mbpp.dev.122,['Write a function for computing square roots using the babylonian method.'],mbpp,1.0,"['Here\'s a Python function for computing square roots using the Babylonian method:\n\n```python\ndef babylonian_sqrt(n, tolerance=1e-10):\n    if n < 0:\n        raise ValueError(""Cannot compute square root of a negative number"")\n\n    guess = n / 2\n    while abs(guess * guess - n) > tolerance:\n        guess = (guess + n / guess) / 2\n\n    return guess\n```\n\nThis function takes two parameters: `n` is the number for which we want to compute the square root, and `tolerance` is the acceptable error margin for the result. The function starts with an initial guess of `n/2` and iteratively refines the guess using the Babylonian method until the difference between the guess squared and `n` is less than the specified tolerance. Finally, the function returns the computed square root.']",gpt-3.5-turbo-1106,0.000378
104723,mbpp.dev.123,['Write a function to find the length of the longest palindromic subsequence in the given string.'],mbpp,1.0,"['Here\'s a Python function to find the length of the longest palindromic subsequence in a given string:\n\n```python\ndef longest_palindromic_subsequence(s):\n    n = len(s)\n    dp = [[0] * n for _ in range(n)]\n\n    for i in range(n):\n        dp[i][i] = 1\n\n    for length in range(2, n + 1):\n        for i in range(n - length + 1):\n            j = i + length - 1\n            if s[i] == s[j] and length == 2:\n                dp[i][j] = 2\n            elif s[i] == s[j]:\n                dp[i][j] = dp[i + 1][j - 1] + 2\n            else:\n                dp[i][j] = max(dp[i + 1][j], dp[i][j - 1])\n\n    return dp[0][n - 1]\n\n# Example usage\ns = ""babad""\nprint(longest_palindromic_subsequence(s))  # Output: 3 (the longest palindromic subsequence is ""bab"")\n```\n\nThis function uses dynamic programming to find the length of the longest palindromic subsequence in the given string `s`. It creates a 2D array `dp` to store the lengths of palindromic subsequences for different substrings of `s`. The function then iterates through the string and fills in the `dp` array based on whether the characters at the current positions form a palindrome or not. Finally, it returns the length of the longest palindromic subsequence for the entire string.']",gpt-3.5-turbo-1106,0.000719
104724,mbpp.dev.124,['Write a function that takes in an integer n and calculates the harmonic sum of n-1.'],mbpp,0.0,"[""Here's a Python function that calculates the harmonic sum of n-1:\n\n```python\ndef harmonic_sum(n):\n    if n <= 1:\n        return 0\n    else:\n        total = 0\n        for i in range(1, n):\n            total += 1/i\n        return total\n```\n\nYou can use this function by passing in an integer n as an argument, and it will return the harmonic sum of n-1. For example:\n\n```python\nprint(harmonic_sum(5))  # Output: 2.283333333333333\n```""]",gpt-3.5-turbo-1106,0.000263
104725,mbpp.dev.125,['Write a function to find the intersection of two arrays.'],mbpp,1.0,"[""Here's a simple implementation of a function to find the intersection of two arrays in Python:\n\n```python\ndef find_intersection(arr1, arr2):\n    # Convert arrays to sets to remove duplicates\n    set1 = set(arr1)\n    set2 = set(arr2)\n    \n    # Find the intersection of the two sets\n    intersection = set1.intersection(set2)\n    \n    # Convert the intersection back to a list\n    intersection_list = list(intersection)\n    \n    return intersection_list\n```\n\nYou can use this function by passing two arrays as arguments, and it will return a new array containing the elements that are common to both input arrays. For example:\n\n```python\narr1 = [1, 2, 3, 4, 5]\narr2 = [3, 4, 5, 6, 7]\nresult = find_intersection(arr1, arr2)\nprint(result)  # Output: [3, 4, 5]\n```""]",gpt-3.5-turbo-1106,0.000415
104726,mbpp.dev.126,['Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.'],mbpp,1.0,"[""Here's a Python function that takes in a tuple and an element and counts the occurrences of the element in the tuple:\n\n```python\ndef count_occurrences(input_tuple, element):\n    count = 0\n    for item in input_tuple:\n        if item == element:\n            count += 1\n    return count\n\n# Example usage\nmy_tuple = (1, 2, 3, 4, 2, 2, 3, 2)\nelement_to_count = 2\nprint(count_occurrences(my_tuple, element_to_count))  # Output: 4\n```\n\nIn this example, the `count_occurrences` function takes in a tuple `input_tuple` and an `element` to count. It then iterates through the tuple and increments the `count` variable each time it encounters the specified `element`. Finally, it returns the total count of occurrences.""]",gpt-3.5-turbo-1106,0.000392
104727,mbpp.dev.127,"['Write a function that takes in a list and an element and inserts the element before each element in the list, and returns the resulting list.']",mbpp,1.0,"[""Here's a Python function that does that:\n\n```python\ndef insert_before_each_element(lst, element):\n    result = []\n    for item in lst:\n        result.append(element)\n        result.append(item)\n    return result\n```\n\nFor example, if you call `insert_before_each_element([1, 2, 3], 0)`, it will return `[0, 1, 0, 2, 0, 3]`.""]",gpt-3.5-turbo-1106,0.000214
104728,mbpp.dev.128,['Write a python function to convert complex numbers to polar coordinates.'],mbpp,1.0,"[""Here's a Python function to convert complex numbers to polar coordinates:\n\n```python\nimport cmath\n\ndef complex_to_polar(complex_num):\n    r = abs(complex_num)\n    theta = cmath.phase(complex_num)\n    return (r, theta)\n\n# Example usage\nz = 3 + 4j\npolar_coords = complex_to_polar(z)\nprint(polar_coords)  # Output: (5.0, 0.9272952180016122)\n```\n\nIn this function, we use the `abs()` function to calculate the magnitude (r) of the complex number and the `cmath.phase()` function to calculate the phase (theta) of the complex number. We then return the polar coordinates as a tuple (r, theta).""]",gpt-3.5-turbo-1106,0.000328
